,ZZ.S.PIZZA...GRILL,X1.RICHMOND.TERRACE.STATEN.ISLAND.NY.10301,X.74.0751202,X40.642211
8024,PARKER'S SPORTS BAR,"130 LINCOLN AVE,STATEN ISLAND NY,10306",-74.1081242,40.5789817
8025,PARKER & QUINN,"63 WEST 38TH STREET,MANHATTAN NY,10018",-73.9853713,40.7522071
8026,PARKCHESTER FISH & CHIPS,"1884 ARCHER STREET,BRONX NY,10462",-73.8636043,40.8378458
8027,PARK'S SNACK,"15051 NORTHERN BOULEVARD,QUEENS NY,11354",-73.8132533,40.7653907
8028,PARK TOWER MANAGEMENT,"535 MADISON AVENUE,MANHATTAN NY,10022",-73.9733293,40.7604693
8029,PARK SLOPE ALE HOUSE,"356 6 AVENUE,BROOKLYN NY,11215",-73.9820393,40.6706388
8030,PARK PLAZA RESTAURANT,"220 CADMAN PLAZA WEST,BROOKLYN NY,11201",-73.9917908,40.6979862
8031,PARK LUNCHEONETTE,"332 DRIGGS AVE,BROOKLYN NY,11222",-73.9505996,40.7219281
8032,PARK LANE HOTEL,"36 CENTRAL PARK S,MANHATTAN NY,10019",-73.975335,40.76482
8033,PARK ITALIAN GOURMENT,"60 WEST   45 STREET,MANHATTAN NY,10036",-73.9819459,40.7562179
8034,PARK HYATT NEW YORK,"153 W 57TH ST,MANHATTAN NY,10019",-73.9790722,40.7653771
8035,PARK DELI,"209 NASSAU AVENUE,BROOKLYN NY,11222",-73.9442904,40.7258125
8036,Park Central Hotel Kitchen,"870 7 AVE,MANHATTAN NY,10019",-73.981184,40.7647208
8037,PARK CAFE,"82 7 AVENUE,BROOKLYN NY,11217",-73.9753467,40.6749778
8038,PARK CAFE,"861 7 AVENUE,MANHATTAN NY,10019",-73.9809244,40.7642899
8039,PARK BILLIARDS,"2020 WHITE PLAINS ROAD,BRONX NY,10462",-73.8674541,40.8507886
8040,PARK BAR,"15 EAST   15 STREET,MANHATTAN NY,10003",-73.9921178,40.7364457
8041,PARK AVENUE WINTER,"360 PARK AVENUE SOUTH,MANHATTAN NY,10010",-73.9855768,40.7421039
8042,PARK AVENUE TAVERN,"99 PARK AVENUE,MANHATTAN NY,10016",-73.9784511,40.7503381
8043,PARK AVENUE LUNCHEONETTE,"131 PARK AVENUE,BROOKLYN NY,11205",-73.9742742,40.6964143
8044,PARK ASIA RESTAURANT,"801 66TH ST,BROOKLYN NY,11220",-74.0128325,40.6320534
8045,PARISIENNE CAFE,"2339 ARTHUR AVENUE,BRONX NY,10458",-73.8887814,40.8543672
8046,PARISI BAKERY,"198 MOTT STREET,MANHATTAN NY,10012",-73.9954351,40.721092
8047,PARISH,"223 7TH AVE,BROOKLYN NY,11215",-73.978693,40.669995
8048,PARISCIEN BAKERY,"9921 NORTHERN BOULEVARD,QUEENS NY,11368",-73.868657,40.757586
8049,PARIS THEATRE,"4 WEST   58 STREET,MANHATTAN NY,10019",-73.9743037,40.7637525
8050,PARIS SANDWICH,"217 GRAND ST,MANHATTAN NY,10013",-73.9961458,40.7186459
8051,PARIS RESTAURANT,"113 MOTT ST,MANHATTAN NY,10013",-73.9975227,40.7176791
8052,PARIS GOURMET DELI,"4911 VERNON BOULEVARD,QUEENS NY,11101",-73.953694,40.7429739
8053,PARIS CAFE,"119 SOUTH STREET,MANHATTAN NY,10038",-74.0015425,40.7073164
8054,PARIS BLUES,"2021 7 AVENUE,MANHATTAN NY,10027",-73.9500828,40.8064046
8055,PARIS BAGUETTE,"3816 138 STREET,QUEENS NY,11354",-73.8303783,40.7698362
8056,PARIS BAGUETTE,"567 7TH AVENUE,MANHATTAN NY,10018",-73.9877335,40.7549413
8057,PARIS BAGUETTE,"977 8TH AVE,MANHATTAN NY,10019",-73.9828857,40.7670593
8058,PARIS BAGUETTE,"2039 BROADWAY,MANHATTAN NY,10023",-73.9828683,40.777877
8059,PARIS BAGUETTE,"2568 BROADWAY,MANHATTAN NY,10025",-73.9712013,40.795013
8060,PARIS BAGUETTE,"97 COURT ST,BROOKLYN NY,11201",-73.9916499,40.6910605
8061,PARIS BAGUETTE,"4640 FRANCIS LEWIS BLVD,QUEENS NY,11361",-73.7810516,40.7538767
8062,PARIS BAGUETTE,"591 LEXINGTON AVE,MANHATTAN NY,10022",-73.9714145,40.7575615
8063,PARIS BAGUETTE,"15624 NORTHERN BOULEVARD,QUEENS NY,11354",-73.8088001,40.7633717
8064,PARIS BAGUETTE,"21020 NORTHERN BOULEVARD,QUEENS NY,11361",-73.7718953,40.7593418
8065,PARIS BAGUETTE,"303 PARK AVE S,MANHATTAN NY,10010",-73.9858831,40.7403217
8066,PARIS BAGUETTE,"6 WEST   32 STREET,MANHATTAN NY,10001",-73.9863412,40.7472962
8067,PARILLA LATINA,"2501 WEBSTER AVE,BRONX NY,10458",-73.8922036,40.8612232
8068,PARIGOT,"155 GRAND STREET,MANHATTAN NY,10013",-73.9990113,40.7198596
8069,PARDON MY FRENCH,"103 AVENUE B,MANHATTAN NY,10009",-73.9812046,40.7247188
8070,PARDES RESTAURANT,"497 ATLANTIC AVENUE,BROOKLYN NY,11217",-73.9812691,40.685766
8071,PARCEROS BAKERY,"6354 WOODHAVEN BOULEVARD,QUEENS NY,11374",-73.868425,40.722918
8072,PARAMOUNT BAR & GRILL,"235 WEST   46 STREET,MANHATTAN NY,10036",-73.986987,40.759642
8073,PARAISO ZONA VIP RESTAURANT BAR,"666 SENECA AVE,QUEENS NY,11385",-73.9087038,40.703206
8074,PARAISO SALUDABLE,"3708 90TH ST,QUEENS NY,11372",-73.8737268,40.738476
8075,PARAISO DE LA SALUD,"3906 108TH ST,QUEENS NY,11368",-73.8592602,40.7512706
8076,PARAISO COLUMBIANO RESTAURANT,"10620 CORONA AVE,QUEENS NY,11368",-73.8564861,40.7436436
8077,PARAISO AZTECA RESTAURANT & BAR,"10253 43 AVENUE,QUEENS NY,11368",-73.8609995,40.7478167
8078,PARAISO AZTECA RESTAURANT,"1681 EAST   16 STREET,BROOKLYN NY,11229",-73.9571216,40.6085947
8079,PARADOU,"8 LITTLE  WEST 12 STREET,MANHATTAN NY,10014",-74.0068388,40.7396211
8080,PARADOR CALENO,"4507 47 AVENUE,QUEENS NY,11377",-73.9196231,40.7412339
8081,PARADISO NY,"105 AVENUE B,MANHATTAN NY,10009",-73.9811445,40.7247698
8082,PARADISE VENUS RESTAURANT,"670 ROGERS AVENUE,BROOKLYN NY,11226",-73.9531695,40.6550579
8083,PARADISE RESTAURANT,"1281 ARTHUR KILL RD,STATEN ISLAND NY,10312",-74.183123,40.5663878
8084,PARADISE MANOR,"5802 NEW UTRECHT AVE,BROOKLYN NY,11219",-73.9964169,40.629239
8085,Paradise Fried Chicken,"1504 WESTCHESTER AVE,BRONX NY,10472",-73.8797963,40.8285278
8086,PARADISE CATERERS,"51 AVENUE U,BROOKLYN NY,11223",-73.9824981,40.5962075
8087,PARADISE CAFE NY RESTAURANT,"1021 OGDEN AVENUE,BRONX NY,10452",-73.929268,40.8335814
8088,PARADISE BRISK,"1456 RICHMOND RD,STATEN ISLAND NY,10304",-74.099482,40.593768
8089,PARADISE BAR,"678 WOODWARD AVENUE,QUEENS NY,11385",-73.9062117,40.7051091
8090,PARADISE ALLEY BAR,"4109 150 STREET,QUEENS NY,11355",-73.813649,40.762571
8091,PARADISE 2 INTERNATIONAL RESTAURANT AND BAKERY,"488 EAST   98 STREET,BROOKLYN NY,11212",-73.9141427,40.6567853
8092,PARADIS TO GO,"114 4 AVENUE,MANHATTAN NY,10003",-73.9902689,40.7326746
8093,PARADIGM CAFE,"464 9TH AVE,MANHATTAN NY,10018",-73.9952593,40.7544839
8094,PARADE GROUNDS SNACK BAR,"50 PARKSIDE AVENUE,BROOKLYN NY,11226",-73.9692934,40.6519613
8095,PARADA 47 MEXICAN RESTAURANT,"526 W 47TH ST,MANHATTAN NY,10036",-73.9944401,40.7631507
8096,PARA TI COLOMBIA CON SABOR,"17235 HILLSIDE AVENUE,QUEENS NY,11432",-73.7891397,40.7122951
8097,PAQUITOS,"143 1 AVENUE,MANHATTAN NY,10003",-73.9852496,40.728143
8098,PAPRIKA TURKISH GRILL,"875 THIRD AVENUE,MANHATTAN NY,10022",-73.9691583,40.7571811
8099,PAPPARDELLA,"316 COLUMBUS AVENUE,MANHATTAN NY,10023",-73.9778048,40.7793602
8100,PAPPAGALLO PIZZA,"6526 METROPOLITAN AVE,QUEENS NY,11379",-73.89528,40.7123104
8101,PAPPA RICH,"3916 PRINCE ST,QUEENS NY,11354",-73.8326908,40.759379
8102,PAPILLON BISTRO & BAR,"22 EAST   54 STREET,MANHATTAN NY,10022",-73.974326,40.760342
8103,PAPI'S PIZZERIA,"1422 ST NICHOLAS AVENUE,MANHATTAN NY,10033",-73.9333658,40.8494017
8104,PAPI'S GRILL,"161 7TH AVE,BROOKLYN NY,11215",-73.9769793,40.6721076
8105,PAPI NICE BAR,"925 ALLERTON AVENUE,BRONX NY,10469",-73.8602861,40.8657387
8106,PAPHOS DINER,"2501 FULTON STREET,BROOKLYN NY,11207",-73.9014188,40.6774661
8107,PAPAZZIO RESTAURANT,"3938 BELL BOULEVARD,QUEENS NY,11361",-73.7716299,40.7642338
8108,PAPAYE DINER,"2300 GRAND CONCOURSE,BRONX NY,10458",-73.8992357,40.8575322
8109,PAPAYA KING,"179 EAST   86 STREET,MANHATTAN NY,10028",-73.9541419,40.7791276
8110,PAPAYA KING,"3 ST MARKS PLACE,MANHATTAN NY,10003",-73.9893613,40.7295249
8111,PAPAYA DOG 42ND ST,"578580 9 AVENUE,MANHATTAN NY,10036",-73.9917043,40.7597409
8112,PAPAYA DOG,"239 1 AVENUE,MANHATTAN NY,10003",-73.9826697,40.7315957
8113,PAPAYA DOG,"333 6 AVENUE,MANHATTAN NY,10014",-74.0013943,40.7315466
8114,PAPAYA DOG,"333 6TH AVE,MANHATTAN NY,10014",-74.0013943,40.7315466
8115,PAPAYA DOG,"50 FULTON ST,MANHATTAN NY,10038",-74.0047446,40.7080914
8116,PAPATZUL,"55 GRAND STREET,MANHATTAN NY,10013",-74.0036727,40.7221496
8117,PAPASITO MEXICAN GRILL,"223 DYCKMAN STREET,MANHATTAN NY,10034",-73.9273432,40.8659463
8118,PAPAS FRIED CHICKEN AND PIZZA,"2919B SURF AVE,BROOKLYN NY,11224",-73.995718,40.57313
8119,PAPARAZZI TRATTORIA,"5805 31 AVENUE,QUEENS NY,11377",-73.9035786,40.7575868
8120,PAPADAM,"1448 1 AVENUE,MANHATTAN NY,10021",-73.954138,40.7698726
8121,PAPA'S KITCHEN,"6540 WOODSIDE AVENUE,QUEENS NY,11377",-73.8986308,40.7431651
8122,PAPA'S FRIED CHICKEN & PIZZA,"622 CHESTER ST,BROOKLYN NY,11212",-73.9085232,40.6562269
8123,PAPA'S FRIED CHICKEN,"5930 GLENWOOD RD,BROOKLYN NY,11234",-73.919023,40.6342201
8124,PAPA'S,"1787 FOREST AVENUE,STATEN ISLAND NY,10303",-74.1485158,40.6252911
8125,PAPA YE RESTAURANT,"196 MCCLELLAN STREET,BRONX NY,10456",-73.9181297,40.8320887
8126,PAPA SAL'S PIZZA,"3963 61ST ST,QUEENS NY,11377",-73.9035245,40.7453388
8127,PAPA RESTAURANT,"463 E TREMONT AVE,BRONX NY,10457",-73.8983381,40.8472998
8128,PAPA POULE,"189 LAFAYETTE ST,MANHATTAN NY,10013",-73.9982597,40.7207406
8129,PAPA PASQUALE RAVIOLI BAR,"277 SMITH ST,BROOKLYN NY,11231",-73.9931802,40.6824584
8130,PAPA MIKES BRICK OVEN PIZZA,"7416 20 AVENUE,BROOKLYN NY,11204",-73.9916687,40.6112132
8131,PAPA LEONE PIZZERIA,"101103 ORIENTAL BOULEVARD,BROOKLYN NY,11235",-73.9425904,40.5780734
8132,PAPA KEBAB,"361 WEST   17 STREET,MANHATTAN NY,10011",-74.0035359,40.7428238
8133,"PAPA JOHN'S, SUBWAY","594 AMSTERDAM AVENUE,MANHATTAN NY,10024",-73.973978,40.78964
8134,"PAPA JOHN'S, LAWRENCE FRIED CHICKEN","146 LAWRENCE ST,BROOKLYN NY,11201",-73.9864408,40.6917943
8135,PAPA JOHN'S PIZZA,"9035 CORONA AVE,QUEENS NY,11373",-73.874497,40.742157
8136,PAPA JOHN'S PIZZA,"2733 WHITE PLAINS RD,BRONX NY,10467",-73.8675251,40.8663505
8137,PAPA JOHN'S PIZZA,"3929 WHITE PLAINS RD,BRONX NY,10466",-73.8613866,40.8866559
8138,PAPA JOHN'S DELI,"325 CITY ISLAND AVENUE,BRONX NY,10464",-73.7868926,40.8476593
8139,PAPA JOHN'S,"10303 101ST AVE,QUEENS NY,11416",-73.839816,40.68624
8140,PAPA JOHN'S,"210 1ST AVE,MANHATTAN NY,10009",-73.9829816,40.7303452
8141,PAPA JOHN'S,"2119 1ST AVE,MANHATTAN NY,10029",-73.9390543,40.7915938
8142,PAPA JOHN'S,"4919 30 AVENUE,QUEENS NY,11377",-73.906924,40.7604781
8143,PAPA JOHN'S,"3548 31ST ST,QUEENS NY,11106",-73.9297637,40.7570482
8144,PAPA JOHN'S,"3746 3RD AVE,BRONX NY,10456",-73.9023986,40.836125
8145,PAPA JOHN'S,"14714 45TH AVE,QUEENS NY,11355",-73.8147274,40.7554377
8146,PAPA JOHN'S,"138 4TH AVE,BROOKLYN NY,11217",-73.9814139,40.6803192
8147,PAPA JOHN'S,"5804 5 AVENUE,BROOKLYN NY,11220",-74.015377,40.6406162
8148,PAPA JOHN'S,"1654 86TH ST,BROOKLYN NY,11214",-74.0061137,40.6090519
8149,PAPA JOHN'S,"189 AVENUE U,BROOKLYN NY,11223",-73.9770317,40.5967334
8150,PAPA JOHN'S,"4901 BEACH CHANNEL DR,QUEENS NY,11691",-73.7802071,40.5950978
8151,PAPA JOHN'S,"1009 BROADWAY,BROOKLYN NY,11221",-73.9330907,40.6960717
8152,PAPA JOHN'S,"4927 BROADWAY,MANHATTAN NY,10034",-73.9217967,40.8677162
8153,PAPA JOHN'S,"1016 CONEY ISLAND AVE,BROOKLYN NY,11230",-73.9671678,40.6327284
8154,PAPA JOHN'S,"9035 CORONA AVENUE,QUEENS NY,11373",-73.874497,40.742157
8155,PAPA JOHN'S,"362 E 204TH ST,BRONX NY,10467",-73.8775587,40.8716068
8156,PAPA JOHN'S,"868 E TREMONT AVE,BRONX NY,10460",-73.8862608,40.8427872
8157,PAPA JOHN'S,"301 EAST   90 STREET,MANHATTAN NY,10128",-73.94946,40.7803979
8158,PAPA JOHN'S,"2115 FLATBUSH AVENUE,BROOKLYN NY,11234",-73.931905,40.6184337
8159,PAPA JOHN'S,"1267 FOREST AVENUE,STATEN ISLAND NY,10302",-74.1317908,40.6267089
8160,PAPA JOHN'S,"9058 FORT HAMILTON PARKWAY,BROOKLYN NY,11209",-74.0275964,40.6172021
8161,PAPA JOHN'S,"8953 FRANCIS LEWIS BLVD,QUEENS NY,11427",-73.7571201,40.7184704
8162,PAPA JOHN'S,"1111 FULTON STREET,BROOKLYN NY,11238",-73.9571677,40.6815998
8163,PAPA JOHN'S,"343 GRAND ST,MANHATTAN NY,10002",-73.989852,40.7167281
8164,PAPA JOHN'S,"604 GRAND ST,BROOKLYN NY,11211",-73.947867,40.711038
8165,PAPA JOHN'S,"4012 GREENPOINT AVENUE,QUEENS NY,11104",-73.9246334,40.7395416
8166,PAPA JOHN'S,"19922 HOLLIS AVE,QUEENS NY,11412",-73.7555253,40.7063922
8167,PAPA JOHN'S,"2175 HYLAN BOULEVARD,STATEN ISLAND NY,10306",-74.1032249,40.5776401
8168,PAPA JOHN'S,"1979 JEROME AVE,BRONX NY,10453",-73.9089912,40.8524298
8169,PAPA JOHN'S,"703 LENOX AVE,MANHATTAN NY,10039",-73.936564,40.8201489
8170,PAPA JOHN'S,"16525 LIBERTY AVENUE,QUEENS NY,11433",-73.7915408,40.7025239
8171,PAPA JOHN'S,"21 MAIDEN LANE,MANHATTAN NY,10038",-74.0090053,40.7093494
8172,PAPA JOHN'S,"4304 NATIONAL STREET,QUEENS NY,11368",-73.8640556,40.746607
8173,PAPA JOHN'S,"1612 NEPTUNE AVENUE,BROOKLYN NY,11224",-73.9845249,40.5787715
8174,PAPA JOHN'S,"19318 NORTHERN BLVD,QUEENS NY,11358",-73.7877931,40.7576468
8175,PAPA JOHN'S,"9906 NORTHERN BOULEVARD,QUEENS NY,11368",-73.8691296,40.7569888
8176,PAPA JOHN'S,"3528 NOSTRAND AVE,BROOKLYN NY,11229",-73.9417369,40.5978342
8177,PAPA JOHN'S,"1915 NOSTRAND AVENUE,BROOKLYN NY,11226",-73.948025,40.6389667
8178,PAPA JOHN'S,"1701 RALPH AVENUE,BROOKLYN NY,11236",-73.918676,40.6353781
8179,PAPA JOHN'S,"9411 ROCKAWAY BLVD,QUEENS NY,11417",-73.8424496,40.680361
8180,PAPA JOHN'S,"14720 ROCKAWAY BOULEVARD,QUEENS NY,11436",-73.7900705,40.6731202
8181,PAPA JOHN'S,"13338 SPRINGFIELD BLVD,QUEENS NY,11413",-73.7534199,40.6804196
8182,PAPA JOHN'S,"529 STANLEY AVENUE,BROOKLYN NY,11207",-73.8888738,40.6574254
8183,PAPA JOHN'S,"8 SUTTER AVE,BROOKLYN NY,11212",-73.9225767,40.6651095
8184,PAPA JOHN'S,"16202 UNION TURNPIKE,QUEENS NY,11366",-73.8053093,40.7209556
8185,PAPA JOHN'S,"161 W 231ST ST,BRONX NY,10463",-73.9030551,40.878481
8186,PAPA JOHN'S,"701 WEST  179 STREET,MANHATTAN NY,10033",-73.93728,40.8491223
8187,PAPA JOHN'S,"1520 WESTCHESTER AVE,BRONX NY,10472",-73.8788141,40.8283769
8188,PAPA JOHN'S,"2241 WESTCHESTER AVE,BRONX NY,10462",-73.85071,40.8345799
8189,PAPA JOHN'S,"1520 WESTCHESTER AVENUE,BRONX NY,10472",-73.8788141,40.8283769
8190,PAPA JOHN'S,"2733 WHITE PLAINS RD,BRONX NY,10467",-73.8675251,40.8663505
8191,PAPA JOHN'S,"3929 WHITE PLAINS ROAD,BRONX NY,10466",-73.8613866,40.8866559
8192,PAPA JOHN'S,"475 WILLIS AVE,BRONX NY,10455",-73.9193487,40.8144328
8193,PAPA JOHN'S,"475 WILLIS AVENUE,BRONX NY,10455",-73.9193487,40.8144328
8194,PAPA JOHN'S,"215 WINTHROP STREET,BROOKLYN NY,11225",-73.9528726,40.6570298
8195,PAPA GYRO,"312 DITMAS AVE,BROOKLYN NY,11218",-73.9755245,40.6356133
8196,PAPA FISH MARKET,"2058 A C P JR BLVD,MANHATTAN NY,10027",-73.8879603,40.8510351
8197,PAPA ANTONIO (ROKA) RESTAURANT,"595 TAYLOR AVENUE,BRONX NY,10473",-73.8621944,40.8172848
8198,PAOLA'S,"1295 MADISON AVENUE,MANHATTAN NY,10128",-73.9556092,40.784769
8199,PAO & CHA CHA,"2303 ASTORIA BLVD,QUEENS NY,11102",-73.9240579,40.7718436
8200,PANYA/THE BARREL,"810 STUYVESANT STREET,MANHATTAN NY,10003",-73.9878211,40.7299461
8201,PANTASTIC,"4202 NORTHERN BLVD,QUEENS NY,11101",-73.9213737,40.7522923
8202,PANORAMA RESTAURANT,"8716 ASTORIA BOULEVARD,QUEENS NY,11369",-73.8816565,40.7637628
8203,Panorama of My Silence-Heart,"84-73 PARSONS BOULEVARD,QUEENS NY,11432",-73.8062845,40.712295
8204,PANNI EXPRESS,"TERMINAL 1 JFK INT'L AIRPORT,QUEENS NY,11430",-73.7889689,40.6433507
8205,PANNA II GARDEN INDIAN RESTAURANT,"93 1 AVENUE,MANHATTAN NY,10003",-73.9865701,40.7262841
8206,PANKO EXPRESS,"7802 FLATLANDS AVE,BROOKLYN NY,11236",-73.914075,40.634488
8207,PANINO RUSTICO,"8222 17 AVENUE,BROOKLYN NY,11214",-74.0031484,40.6105152
8208,PANINO ITALIANO,"5801 AVENUE N,BROOKLYN NY,11234",-73.919058,40.619654
8209,PANINICO CAFE INC,"241 BEACH 116 STREET,QUEENS NY,11694",-73.837818,40.5805554
8210,PANINI'S,"1426 ZEREGA AVE,BRONX NY,10462",-73.8473671,40.8373943
8211,PANINI TOST CAFE,"589 1 AVENUE,MANHATTAN NY,10016",-73.9739303,40.7436256
8212,PANINI TOST CAFE,"1617 ORIENTAL BLVD,BROOKLYN NY,11235",-73.9381965,40.5784587
8213,PANINI LA CAFE,"45 LEE AVE,BROOKLYN NY,11211",-73.9604095,40.7063772
8214,PANINI GRILL,"538 FOREST AVE,STATEN ISLAND NY,10310",-74.1080839,40.6300698
8215,PANINI EXPRESS,"TERMINAL 1 JFK INT'L AIRPORT,QUEENS NY,11430",-73.7889689,40.6433507
8216,PANINI EXPRESS,"TERMINAL 1 JFK INT'S AIRPORT,QUEENS NY,11430",-73.7889689,40.6433507
8217,PANINI CAFE,"589 1ST AVE,MANHATTAN NY,10016",-73.9739303,40.7436256
8218,PANINI & CO,"115 BROADWAY,MANHATTAN NY,10006",-74.0114326,40.708882
8219,PANGEA RESTAURANT,"178 2 AVENUE,MANHATTAN NY,10003",-73.9859398,40.7304873
8220,PANETTE,"310 W 14TH ST,MANHATTAN NY,10014",-74.003436,40.7397947
8221,PANERA BREAD,"3801 35 AVENUE,QUEENS NY,11101",-73.9224986,40.7555082
8222,PANERA BREAD,"330 5TH AVE,MANHATTAN NY,10001",-73.9854607,40.7476809
8223,PANERA BREAD,"330 7 AVENUE,MANHATTAN NY,10001",-73.9933646,40.7477734
8224,PANERA BREAD,"531 86TH ST,BROOKLYN NY,11209",-74.025369,40.621304
8225,PANERA BREAD,"345 ADAMS STREET,BROOKLYN NY,11201",-73.9884442,40.692723
8226,PANERA BREAD,"340 BAYCHESTER AVENUE,BRONX NY,10475",-73.8285327,40.8676884
8227,PANERA BREAD,"2358 BELL BOULEVARD,QUEENS NY,11360",-73.7756234,40.7800192
8228,PANERA BREAD,"120 EAST   86 STREET,MANHATTAN NY,10028",-73.9563152,40.7795808
8229,PANERA BREAD,"528 GATEWAY DR,BROOKLYN NY,11239",-73.8728636,40.651725
8230,PANERA BREAD,"25441 HORACE HARDING EXPRESSWAY,QUEENS NY,11362",-73.7261304,40.7649469
8231,PANERA BREAD,"6135 JUNCTION BOULEVARD,QUEENS NY,11374",-73.8635717,40.7333304
8232,PANERA BREAD,"5158 KINGS PLAZA,BROOKLYN NY,11234",-73.9210396,40.6103496
8233,PANERA BREAD,"280 MARSH AVENUE,STATEN ISLAND NY,10314",-74.1641704,40.5780896
8234,PANERA BREAD,"304 PARK AVE S,MANHATTAN NY,10010",-73.9868082,40.7400682
8235,PANERA BREAD,"10 UNION SQUARE EAST,MANHATTAN NY,10003",-73.9897585,40.7348835
8236,PANERA BREAD,"2935 VETERANS ROAD WEST,STATEN ISLAND NY,10309",-74.231245,40.5267188
8237,PANERA BREAD,"4 WEST   40 STREET,MANHATTAN NY,10018",-73.9819234,40.7522224
8238,PANERA BREAD,"7325 WOODHAVEN BOULEVARD,QUEENS NY,11385",-73.8554901,40.7029054
8239,PANEORAMA BAKERY,"9520 JAMAICA AVENUE,QUEENS NY,11421",-73.849581,40.6942204
8240,PANEANTICO BAKERY,"9124 3 AVENUE,BROOKLYN NY,11209",-74.0329675,40.6194957
8241,PANE E VINO,"174 SMITH STREET,BROOKLYN NY,11201",-73.991312,40.6858014
8242,PANDORA,"2501 3RD AVE,BRONX NY,10451",-73.928756,40.8103408
8243,Pandas Sha Xian Delicacies,"6301 8TH AVE,BROOKLYN NY,11220",-74.011352,40.633347
8244,PANDA RESTAURANT 2807,"2807 MERMAID AVENUE,BROOKLYN NY,11224",-73.994686,40.575766
8245,PANDA RESTAURANT,"56195623 BROADWAY,BRONX NY,10463",-73.9031344,40.8812728
8246,PANDA RESTAURANT,"791 LYDIG AVE,BRONX NY,10462",-73.8640794,40.8544432
8247,PANDA KITCHEN,"943 PENNSYLVANIA AVENUE,BROOKLYN NY,11207",-73.8875074,40.6552316
8248,PANDA KING KITCHEN,"14911 41ST AVE,QUEENS NY,11355",-73.8154032,40.7622045
8249,PANDA KING HOUSE,"7508 JAMAICA AVENUE,QUEENS NY,11421",-73.8514743,40.6939297
8250,PANDA HOUSE I,"530 CONDUIT BOULEVARD,BROOKLYN NY,11208",-73.8695942,40.6769622
8251,PANDA HOUSE @1638 BEDFORD AVENUE,"1638 BEDFORD AVE,BROOKLYN NY,11225",-73.9572656,40.6670079
8252,PANDA HOUSE,"22428 BRADDOCK AVE,QUEENS NY,11428",-73.7326473,40.7275118
8253,PANDA HOUSE,"530D CONDUIT BLVD,BROOKLYN NY,11208",-73.8695942,40.6769622
8254,PANDA HOUSE,"20402 HILLSIDE AVENUE,QUEENS NY,11423",-73.7608449,40.7201488
8255,PANDA HOUSE,"82 NAGLE AVENUE,MANHATTAN NY,10040",-73.9282199,40.8606259
8256,PANDA GARDEN RESTAURANT,"9708 3 AVENUE,BROOKLYN NY,11209",-74.0344201,40.6158229
8257,PANDA GARDEN CHINESE RESTAURANT,"21510 NORTHERN BLVD,QUEENS NY,11361",-73.7671853,40.7602865
8258,PANDA GARDEN,"2948 AVENUE S,BROOKLYN NY,11229",-73.9420074,40.6049549
8259,PANDA GARDEN,"10718 CORONA AVENUE,QUEENS NY,11368",-73.8558153,40.7433682
8260,PANDA GARDEN,"128 LINCOLN AVE,STATEN ISLAND NY,10306",-74.1083049,40.5789846
8261,PANDA GARDEN,"14701 UNION TPKE,QUEENS NY,11367",-73.8150849,40.718486
8262,PANDA EXPRESS,"1277 1ST AVE,MANHATTAN NY,10065",-73.9577733,40.7658172
8263,PANDA EXPRESS,"NKA JFK INTERNATIONAL AIRPORT,QUEENS NY,11432",-73.7919103,40.7154518
8264,PANDA EXPRESS,"9015 QUEENS BLVD,QUEENS NY,11373",-73.8705157,40.7344654
8265,PANDA EXPRESS,"1 W FORDHAM RD,BRONX NY,10468",-73.9013842,40.8630529
8266,PANDA DELIGHT CHINESE RESTAURANT,"121 SMITH STREET,BROOKLYN NY,11201",-73.9896107,40.6876098
8267,Panda Chinese Restaurant,"7323 20TH AVE,BROOKLYN NY,11204",-73.9908125,40.6114016
8268,PANDA CHINESE RESTAURANT,"19617 LINDEN BOULEVARD,QUEENS NY,11412",-73.7467209,40.6959896
8269,PANDA CHINESE RESTAURANT,"73-03 YELLOWSTONE BOULEVARD,QUEENS NY,11375",-73.8568169,40.7174225
8270,PANDA CAFE,"8331 BROADWAY,QUEENS NY,11373",-73.879018,40.740723
8271,PANDA BAKERY,"4118 8 AVENUE,BROOKLYN NY,11232",-73.999087,40.645929
8272,PANDA,"7018 3RD AVE,BROOKLYN NY,11209",-74.0267739,40.6345169
8273,PANDA,"14611 ROCKAWAY BOULEVARD,QUEENS NY,11436",-73.7910117,40.6737052
8274,PANCOAN SOCIETY HIPPOCRATES,"4119 23 AVENUE,QUEENS NY,11369",-73.8747849,40.7682471
8275,PANCHO'S ANTOJITOS MEXICANOS,"964 AMSTERDAM AVENUE,MANHATTAN NY,10025",-73.9653365,40.8015006
8276,PANCHO'S,"6824 3RD AVE,BROOKLYN NY,11220",-74.0260878,40.6361413
8277,PANCHO VILLA RESTAURANT,"2274 JEROME AVENUE,BRONX NY,10453",-73.9036107,40.858454
8278,PANCHITO'S,"103 MACDOUGAL STREET,MANHATTAN NY,10012",-74.001043,40.729795
8279,PANCA,"92 7 AVENUE SOUTH,MANHATTAN NY,10014",-74.0035291,40.7328667
8280,PANAME,"1068 2ND AVE,MANHATTAN NY,10022",-73.9654394,40.7586831
8281,PANADERIA PUEBLA RESTAURANT,"3713 13 AVENUE,BROOKLYN NY,11218",-73.9852497,40.6413345
8282,PANADERIA LA MIXTECA POBLANA & DELI,"104 VICTORY BOULEVARD,STATEN ISLAND NY,10301",-74.0798156,40.6375601
