MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Address,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Total Units,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Year Built,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Estimated Gross Income,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Estimated Expense,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Expense per SqFt,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Net Operating Income,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 – Boro-Block-Lot,COMPARABLE RENTAL – 1 – Address,COMPARABLE RENTAL – 1 – Neighborhood,COMPARABLE RENTAL – 1 – Building Classification,COMPARABLE RENTAL – 1 – Total Units,COMPARABLE RENTAL – 1 – Year Built,COMPARABLE RENTAL – 1 – Gross SqFt,COMPARABLE RENTAL – 1 – Estimated Gross Income,COMPARABLE RENTAL – 1 – Gross Income per SqFt,COMPARABLE RENTAL – 1 – Estimated Expense,COMPARABLE RENTAL – 1 – Expense per SqFt,COMPARABLE RENTAL – 1 – Net Operating Income,COMPARABLE RENTAL – 1 – Full Market Value,COMPARABLE RENTAL – 1 – Market Value per SqFt,COMPARABLE RENTAL – 1 – Distance from Coop in miles,COMPARABLE RENTAL – 2 – Boro-Block-Lot,COMPARABLE RENTAL – 2 – Address,COMPARABLE RENTAL – 2 – Neighborhood,COMPARABLE RENTAL – 2 – Building Classification,COMPARABLE RENTAL – 2 – Total Units,COMPARABLE RENTAL – 2 – Year Built,COMPARABLE RENTAL – 2 – Gross SqFt,COMPARABLE RENTAL – 2 – Estimated Gross Income,COMPARABLE RENTAL – 2 – Gross Income per SqFt,COMPARABLE RENTAL – 2 – Estimated Expense,COMPARABLE RENTAL – 2 – Expense per SqFt,COMPARABLE RENTAL – 2 – Net Operating Income,COMPARABLE RENTAL – 2 – Full Market Value,COMPARABLE RENTAL – 2 – Market Value per SqFt,COMPARABLE RENTAL – 2 – Distance from Coop in miles,COMPARABLE RENTAL – 3 – Boro-Block-Lot,COMPARABLE RENTAL – 3 – Address,COMPARABLE RENTAL – 3 – Neighborhood,COMPARABLE RENTAL – 3 – Building Classification,COMPARABLE RENTAL – 3 – Total Units,COMPARABLE RENTAL – 3 – Year Built,COMPARABLE RENTAL – 3 – Gross SqFt,COMPARABLE RENTAL – 3 – Estimated Gross Income,COMPARABLE RENTAL – 3 – Gross Income per SqFt,COMPARABLE RENTAL – 3 – Estimated Expense,COMPARABLE RENTAL – 3 – Expense per SqFt,COMPARABLE RENTAL – 3 – Net Operating Income,COMPARABLE RENTAL – 3 – Full Market Value,COMPARABLE RENTAL – 3 – Market Value per SqFt,COMPARABLE RENTAL – 3 – Distance from Coop in miles
1-00577-0066,"43 13 STREET
New York, NY
(40.60869865120037, -74.00736203286557)",GREENWICH VILLAGE-CENTRAL,D0-ELEVATOR,16,1906,46350,1828971,39.46,469989,10.14,1358982,10275000,221.68,1-00818-0019,"27 16 STREET
New York, NY
(40.66773000146003, -73.99541827848591)",FLATIRON,D5-ELEVATOR,63,1907,41300,1841747,44.59,547499,13.26,1294248,9742000,235.88,0.15,1-00570-0008,"6 13 STREET
New York, NY
(40.60946981080019, -74.00665471659742)",GREENWICH VILLAGE-CENTRAL,D5-ELEVATOR,54,1900,49408,1949681,39.46,500971,10.14,1448710,10954000,221.7,0.16,1-00573-0011,60 WEST 10 STREET,GREENWICH VILLAGE-CENTRAL,D1-ELEVATOR,27,1910,"20,797","694,585",33.4,"224,945",10.82,"469,640","3,489,000",167.76,0.19
1-00583-0029,"59 BEDFORD STREET
New York, NY
(40.73097930583514, -74.00464196096037)",GREENWICH VILLAGE-WEST,D0-ELEVATOR,25,1920,47846,1531072,32,455972,9.53,1075100,8015000,167.52,1-00506-0016,"30 CHARLTON STREET
New York, NY
(40.7270578918868, -74.00489707784415)",SOHO,D1-ELEVATOR,86,1920,44256,1643414,37.13,361155,8.16,1282259,9435000,213.19,0.27,1-00543-0048,"136 4 STREET
New York, NY
(40.67670288966745, -73.99318886731501)",GREENWICH VILLAGE-CENTRAL,D1-ELEVATOR,30,1929,20874,667901,32,198944,9.53,468957,3496000,167.48,0.24,1-00592-0080,125 WEST WASHINGTON PLACE,GREENWICH VILLAGE-WEST,D1-ELEVATOR,30,1926,"17,688","518,842",29.33,"134,462",7.6,"384,380","2,883,000",162.99,0.28
1-00584-0018,"79 BARROW STREET
New York, NY
(40.73161024819916, -74.00593571090133)",GREENWICH VILLAGE-WEST,D4-ELEVATOR,19,1920,13484,439578,32.6,104096,7.72,335482,2496000,185.11,1-00588-0009,"26 GROVE STREET
New York, NY
(40.73257252277051, -74.00505437531262)",GREENWICH VILLAGE-WEST,D1-ELEVATOR,42,1926,22392,743452,33.2,132025,5.9,611427,4544000,202.93,0.1,1-00543-0048,"136 4 STREET
New York, NY
(40.67670288966745, -73.99318886731501)",GREENWICH VILLAGE-CENTRAL,D1-ELEVATOR,30,1929,20874,667901,32,198944,9.53,468957,3496000,167.48,0.25,, , , , , , , , , , , , , , 
1-00584-0043,"47 MORTON STREET
New York, NY
(40.73080085837279, -74.00545007700555)",GREENWICH VILLAGE-WEST,D4-ELEVATOR,29,1926,13664,453645,33.2,80618,5.9,373027,2772000,202.87,1-00588-0009,"26 GROVE STREET
New York, NY
(40.73257252277051, -74.00505437531262)",GREENWICH VILLAGE-WEST,D1-ELEVATOR,42,1926,22392,743452,33.2,132025,5.9,611427,4544000,202.93,0.1,1-00582-0020,"60 LEROY STREET
New York, NY
(40.73017133295224, -74.00518927361702)",GREENWICH VILLAGE-WEST,D1-ELEVATOR,37,1941,22242,703764,31.64,238072,10.7,465692,3474000,156.19,0.1,1-00592-0062,140 WAVERLY PLACE,GREENWICH VILLAGE-WEST,D1-ELEVATOR,23,1930,"12,144","482,594",39.74,"139,826",11.51,"342,768","2,591,000",213.36,0.25
1-00584-0046,"53 MORTON STREET
New York, NY
(40.730845824474216, -74.00580081259693)",GREENWICH VILLAGE-WEST,D4-ELEVATOR,73,1900,40180,1491883,37.13,327869,8.16,1164014,8565000,213.17,1-00588-0009,"26 GROVE STREET
New York, NY
(40.73257252277051, -74.00505437531262)",GREENWICH VILLAGE-WEST,D1-ELEVATOR,42,1926,22392,743452,33.2,132025,5.9,611427,4544000,202.93,0.1,1-00590-0022,"12 JONES STREET
New York, NY
(40.73214084819642, -74.00218553803916)",GREENWICH VILLAGE-WEST,D1-ELEVATOR,59,1920,48544,2122417,43.72,630509,12.99,1491908,11238000,231.5,0.18,1-00506-0016,30 CHARLTON STREET,SOHO,D1-ELEVATOR,86,1920,"44,256","1,643,414",37.13,"361,155",8.16,"1,282,259","9,435,000",213.19,0.32
1-00584-0059,"71 BARROW STREET
New York, NY
(40.73169118718175, -74.00551302954756)",GREENWICH VILLAGE-WEST,C6-WALK-UP,20,1910,13056,440248,33.72,154191,11.81,286057,2124000,162.68,1-00585-0025,"91 BEDFORD STREET
New York, NY
(40.73209588209494, -74.00524323293877)",GREENWICH VILLAGE-WEST,C4-WALK-UP,39,1900,19925,684221,34.34,202029,10.14,482192,3572000,179.27,0.04,1-00583-0040,"51 LEROY STREET
New York, NY
(40.730243278714624, -74.00494645666913)",GREENWICH VILLAGE-WEST,C4-WALK-UP,40,1900,16595,549270,33.1,223603,13.47,325667,2421000,145.89,0.08,, , , , , , , , , , , , , , 
1-00584-0061,"79 BEDFORD STREET
New York, NY
(40.73169118718175, -74.00501840243146)",GREENWICH VILLAGE-WEST,D4-ELEVATOR,36,1954,24635,817882,33.2,145347,5.9,672535,4998000,202.88,1-00588-0009,"26 GROVE STREET
New York, NY
(40.73257252277051, -74.00505437531262)",GREENWICH VILLAGE-WEST,D1-ELEVATOR,42,1926,22392,743452,33.2,132025,5.9,611427,4544000,202.93,0.07,1-00582-0020,"60 LEROY STREET
New York, NY
(40.73017133295224, -74.00518927361702)",GREENWICH VILLAGE-WEST,D1-ELEVATOR,37,1941,22242,703764,31.64,238072,10.7,465692,3474000,156.19,0.13,1-00592-0062,140 WAVERLY PLACE,GREENWICH VILLAGE-WEST,D1-ELEVATOR,23,1930,"12,144","482,594",39.74,"139,826",11.51,"342,768","2,591,000",213.36,0.22
1-00585-0012,"482 HUDSON STREET
New York, NY
(40.73224876683997, -74.00651127700007)",GREENWICH VILLAGE-WEST,D4-ELEVATOR,35,1940,24192,788659,32.6,186762,7.72,601897,4478000,185.1,1-00588-0009,"26 GROVE STREET
New York, NY
(40.73257252277051, -74.00505437531262)",GREENWICH VILLAGE-WEST,D1-ELEVATOR,42,1926,22392,743452,33.2,132025,5.9,611427,4544000,202.93,0.07,1-00543-0048,"136 4 STREET
New York, NY
(40.67670288966745, -73.99318886731501)",GREENWICH VILLAGE-CENTRAL,D1-ELEVATOR,30,1929,20874,667901,32,198944,9.53,468957,3496000,167.48,0.28,, , , , , , , , , , , , , , 
1-00586-0011,"22 LEROY STREET
New York, NY
(40.73065696684807, -74.00361546006576)",GREENWICH VILLAGE-WEST,C6-WALK-UP,24,1910,14166,516776,36.48,159792,11.28,356984,2631000,185.73,1-00586-0009,"26 LEROY STREET
New York, NY
(40.730612000746646, -74.00374136514984)",GREENWICH VILLAGE-WEST,C5-WALK-UP,24,1907,11934,345719,28.97,93292,7.82,252427,1895000,158.79,0,1-00586-0037,"39 CARMINE STREET
New York, NY
(40.730009454987, -74.00348955498163)",GREENWICH VILLAGE-WEST,C4-WALK-UP,20,1900,9375,341999,36.48,105750,11.28,236249,1741000,185.71,0,1-00586-0056,14 MORTON STREET,GREENWICH VILLAGE-WEST,C4-WALK-UP,20,1910,"9,305","369,706",39.73,"66,888",7.19,"302,818","1,804,000",193.87,0.04
1-00586-0081,"25 LEROY STREET
New York, NY
(40.73055804142484, -74.0039122363354)",GREENWICH VILLAGE-WEST,C6-WALK-UP,20,1910,9415,374058,39.73,67694,7.19,306364,2316000,245.99,1-00586-0056,"14 MORTON STREET
New York, NY
(40.73134045159037, -74.00354351430343)",GREENWICH VILLAGE-WEST,C4-WALK-UP,20,1910,9305,369706,39.73,66888,7.19,302818,1804000,193.87,0,1-00586-0079,"21 LEROY STREET
New York, NY
(40.730612000746646, -74.00374136514984)",GREENWICH VILLAGE-WEST,C4-WALK-UP,24,1900,10524,472843,44.93,156071,14.83,316772,2384000,226.53,0,1-00527-0086,17 DOWNING STREET,GREENWICH VILLAGE-WEST,C4-WALK-UP,20,1910,"8,065","312,229",38.71,"83,513",10.35,"228,716","1,730,000",214.51,0.08
1-00588-0043,"104 BEDFORD STREET
New York, NY
(40.732779366837235, -74.00563893463169)",GREENWICH VILLAGE-WEST,D4-ELEVATOR,30,1890,14328,448037,31.27,96714,6.75,351323,2623000,183.07,1-00588-0009,"26 GROVE STREET
New York, NY
(40.73257252277051, -74.00505437531262)",GREENWICH VILLAGE-WEST,D1-ELEVATOR,42,1926,22392,743452,33.2,132025,5.9,611427,4544000,202.93,0.04,1-00592-0080,"125 WASHINGTON PLACE
New York, NY
(40.73290527192131, -74.00169990414332)",GREENWICH VILLAGE-WEST,D1-ELEVATOR,30,1926,17688,518842,29.33,134462,7.6,384380,2883000,162.99,0.18,, , , , , , , , , , , , , , 
1-00588-0048,"114 CHRISTOPHER STREET
New York, NY
(40.733229027851905, -74.0053691380229)",GREENWICH VILLAGE-WEST,C6-WALK-UP,36,1908,23039,944829,41.01,169567,7.36,775262,5855000,254.13,1-00588-0006,"90 BEDFORD STREET
New York, NY
(40.73224876683997, -74.00533316514174)",GREENWICH VILLAGE-WEST,C7-WALK-UP,24,1900,15586,677662,43.48,208950,13.41,468712,3531000,226.55,0.04,1-00587-0046,"53 BARROW STREET
New York, NY
(40.731996956671765, -74.00458672785737)",GREENWICH VILLAGE-WEST,C7-WALK-UP,51,1910,28635,1174447,41.01,210649,7.36,963798,7279000,254.2,0.08,1-00619-0015,240 WEST 10 STREET,GREENWICH VILLAGE-WEST,C4-WALK-UP,23,1901,"9,780","363,213",37.14,"117,206",11.98,"246,007","1,810,000",185.07,0.05
1-00589-0014,"26 CORNELIA STREET
New York, NY
(40.73135843803095, -74.00227547024207)",GREENWICH VILLAGE-WEST,C6-WALK-UP,60,1920,26110,951971,36.46,293999,11.26,657972,4849000,185.71,1-00590-0025,"8 JONES STREET
New York, NY
(40.73219480751817, -74.00203265329418)",GREENWICH VILLAGE-WEST,C4-WALK-UP,24,1900,11022,374157,33.95,116475,10.57,257682,1912000,173.47,0.05,1-00586-0056,"14 MORTON STREET
New York, NY
(40.73134045159037, -74.00354351430343)",GREENWICH VILLAGE-WEST,C4-WALK-UP,20,1910,9305,369706,39.73,66888,7.19,302818,1804000,193.87,0.08,, , , , , , , , , , , , , , 
1-00590-0011,"277 BLEECKER STREET
New York, NY
(40.731646221080325, -74.00323774481342)",GREENWICH VILLAGE-WEST,C6-WALK-UP,22,1930,11578,487665,42.12,167418,14.46,320247,2417000,208.76,1-00590-0021,"14 JONES STREET
New York, NY
(40.732077895654356, -74.00234741600445)",GREENWICH VILLAGE-WEST,C4-WALK-UP,20,1920,9395,388165,41.32,96231,10.24,291934,2204000,234.59,0,1-00590-0038,"15 CORNELIA STREET
New York, NY
(40.73152031599619, -74.00182580922746)",GREENWICH VILLAGE-WEST,C4-WALK-UP,16,1920,6740,283909,42.12,97483,14.46,186426,1407000,208.75,0,1-00590-0002,259 BLEECKER STREET,GREENWICH VILLAGE-WEST,C7-WALK-UP,35,1920,"18,490","919,608",49.74,"283,715",15.34,"635,893","4,765,000",257.71,0
1-00590-0045,"29 CORNELIA STREET
New York, NY
(40.73133145837005, -74.00236540244504)",GREENWICH VILLAGE-WEST,C6-WALK-UP,30,1910,17217,803001,46.64,238800,13.87,564201,4241000,246.33,1-00590-0002,"259 BLEECKER STREET
New York, NY
(40.731286492268566, -74.0030309007467)",GREENWICH VILLAGE-WEST,C7-WALK-UP,35,1920,18490,919608,49.74,283715,15.34,635893,4765000,257.71,0,1-00590-0073,"182 4 STREET
New York, NY
(40.676446438809165, -73.99261897651884)",GREENWICH VILLAGE-WEST,C7-WALK-UP,25,1910,16220,705991,43.53,201075,12.4,504916,3804000,234.53,0.05,, , , , , , , , , , , , , , 
1-00591-0026,"194 4 STREET
New York, NY
(40.676379538536075, -73.9924703092453)",GREENWICH VILLAGE-WEST,D4-ELEVATOR,162,1961,168332,6157585,36.58,1861752,11.06,4295833,31652000,188.03,1-00588-0009,"26 GROVE STREET
New York, NY
(40.73257252277051, -74.00505437531262)",GREENWICH VILLAGE-WEST,D1-ELEVATOR,42,1926,22392,743452,33.2,132025,5.9,611427,4544000,202.93,0.1,1-00619-0001,"502 HUDSON STREET
New York, NY
(40.73335493293598, -74.00634040581451)",GREENWICH VILLAGE-WEST,D8-ELEVATOR,57,1948,37721,1379788,36.58,417081,11.06,962707,7093000,188.04,0.15,1-00585-0001,464 HUDSON STREET,GREENWICH VILLAGE-WEST,D7-ELEVATOR,137,1900,"97,290","3,746,301",38.51,"824,416",8.47,"2,921,885","22,107,000",227.23,0.17
1-00592-0066,"375 AVENUE
New York, NY
(40.756053999992105, -73.9869510002884)",GREENWICH VILLAGE-WEST,D4-ELEVATOR,81,1929,93291,3461096,37.1,1029933,11.04,2431163,17891000,191.78,1-00610-0060,"1 CHRISTOPHER STREET
New York, NY
(40.73402942445796, -73.99997320584708)",GREENWICH VILLAGE-WEST,D6-ELEVATOR,134,1931,102354,4479066,43.76,1210199,11.82,3268867,24621000,240.55,0.09,1-00552-0010,"82 WASHINGTON PLACE
New York, NY
(40.732068902434094, -74.00001817194857)",GREENWICH VILLAGE-CENTRAL,D9-ELEVATOR,35,1900,27108,825000,30.43,277923,10.25,547077,4092000,150.95,0.12,, , , , , , , , , , , , , , 
1-00595-0006,"288 WEST STREET
New York, NY
(40.724739427895315, -74.01112479901042)",SOHO,D0-ELEVATOR,16,1920,37904,1165927,30.76,366153,9.66,799774,5977000,157.69,1-00220-0027,"36 LAIGHT STREET
New York, NY
(40.72197120761439, -74.00786682918154)",TRIBECA,D7-ELEVATOR,13,1900,26712,853854,31.97,271026,10.15,582828,4345000,162.66,0.25,1-00504-0031,"112 SULLIVAN STREET
New York, NY
(40.72589056009281, -74.00282405667997)",SOHO,D1-ELEVATOR,60,1920,38880,1149094,29.55,356644,9.17,792450,5941000,152.8,0.4,, , , , , , , , , , , , , , 
1-00595-0011,"530 CANAL STREET
New York, NY
(40.725081170266435, -74.01043232104786)",SOHO,D0-ELEVATOR,12,1900,28158,780258,27.71,238780,8.48,541478,3901000,138.54,1-00220-0027,"36 LAIGHT STREET
New York, NY
(40.72197120761439, -74.00786682918154)",TRIBECA,D7-ELEVATOR,13,1900,26712,853854,31.97,271026,10.15,582828,4345000,162.66,0.25,1-00504-0036,"100 SULLIVAN STREET
New York, NY
(40.72558479060285, -74.00307586684818)",SOHO,D1-ELEVATOR,70,1920,53200,1247289,23.45,362260,6.81,885029,6455000,121.33,0.4,, , , , , , , , , , , , , , 
1-00595-0016,"466 WASHINGTON STREET
New York, NY
(40.72466748213293, -74.0101265515579)",SOHO,D0-ELEVATOR,20,1926,55352,1555945,28.11,552413,9.98,1003532,7223000,130.49,1-00220-0027,"36 LAIGHT STREET
New York, NY
(40.72197120761439, -74.00786682918154)",TRIBECA,D7-ELEVATOR,13,1900,26712,853854,31.97,271026,10.15,582828,4345000,162.66,0.25,1-00489-0036,"59 THOMPSON STREET
New York, NY
(40.72412788891535, -74.00324673803374)",SOHO,D9-ELEVATOR,36,1900,15918,385865,24.24,156079,9.81,229786,1672000,105.04,0.38,, , , , , , , , , , , , , , 
1-00595-0041,"474 GREENWICH STREET
New York, NY
(40.72442466518504, -74.00938011427354)",SOHO,C6-WALK-UP,12,1900,25159,762318,30.3,237753,9.45,524565,3927000,156.09,1-00597-0052,"98 CHARLTON STREET
New York, NY
(40.72736544822084, -74.00784227360344)",SOHO,C4-WALK-UP,26,1901,11388,350828,30.81,109082,9.58,241746,1807000,158.68,0.19,1-00505-0026,"169 AVENUE
New York, NY
(40.756053999992105, -73.9869510002884)",SOHO,C4-WALK-UP,24,1910,13500,401969,29.78,125821,9.32,276148,2069000,153.26,0.28,, , , , , , , , , , , , , , 
1-00597-0045,"547 GREENWICH STREET
New York, NY
(40.72729350245851, -74.00885850749654)",SOHO,D4-ELEVATOR,11,1920,20068,705190,35.14,195462,9.74,509728,3770000,187.86,1-00528-0063,"76 CARMINE STREET
New York, NY
(40.72958677363323, -74.00478457870383)",GREENWICH VILLAGE-WEST,D6-ELEVATOR,21,1910,12690,445891,35.14,123633,9.74,322258,2384000,187.86,0.25,1-00504-0019,"202 AVENUE
New York, NY
(40.756053999992105, -73.9869510002884)",SOHO,D9-ELEVATOR,37,1910,21740,895746,41.2,194875,8.96,700871,5293000,243.47,0.27,1-00489-0036,59 THOMPSON STREET,SOHO,D9-ELEVATOR,36,1900,"15,918","385,865",24.24,"156,079",9.81,"229,786","1,672,000",105.04,0.3
1-00602-0030,"603 WASHINGTON STREET
New York, NY
(40.730782871932206, -74.00899340580094)",GREENWICH VILLAGE-WEST,D4-ELEVATOR,34,1880,70342,2280488,32.42,583839,8.3,1696649,12628000,179.52,1-00582-0020,"60 LEROY STREET
New York, NY
(40.73017133295224, -74.00518927361702)",GREENWICH VILLAGE-WEST,D1-ELEVATOR,37,1941,22242,703764,31.64,238072,10.7,465692,3474000,156.19,0.16,1-00631-0001,"669 WASHINGTON STREET
New York, NY
(40.73368768208684, -74.00851676512542)",GREENWICH VILLAGE-WEST,D5-ELEVATOR,144,1930,137589,4874232,35.43,1410011,10.25,3464221,25608000,186.12,0.22,, , , , , , , , , , , , , , 
1-00603-0001,"371 WEST STREET
New York, NY
(40.7314393770136, -74.01032440240431)",GREENWICH VILLAGE-WEST,C6-WALK-UP,184,1960,215890,4019872,18.62,2109245,9.77,1910627,13736000,63.62,1-00415-0012,"176 ELDRIDGE STREET
New York, NY
(40.72041368893434, -73.99080911436852)",LOWER EAST SIDE,C7-WALK-UP,60,1920,32786,623024,19,304535,9.29,318489,1065000,32.48,1.27,1-00353-0024,"129 RIVINGTON STREET
New York, NY
(40.71963127876887, -73.98690605676137)",LOWER EAST SIDE,C7-WALK-UP,19,1930,14497,198771,13.71,106195,7.33,92576,460000,31.73,1.44,1-01058-0041,416 WEST 49 STREET,CLINTON,C4-WALK-UP,15,1901,"9,875","269,193",27.26,"107,638",10.9,"161,555","1,165,000",117.97,2.34
1-00603-0037,"644 GREENWICH STREET
New York, NY
(40.731547295657094, -74.00787824648461)",GREENWICH VILLAGE-WEST,D4-ELEVATOR,39,1920,81040,2871247,35.43,830660,10.25,2040587,15084000,186.13,1-00585-0001,"464 HUDSON STREET
New York, NY
(40.7319340041297, -74.00656523632188)",GREENWICH VILLAGE-WEST,D7-ELEVATOR,137,1900,97290,3746301,38.51,824416,8.47,2921885,22107000,227.23,0.14,1-00584-0020,"75 BARROW STREET
New York, NY
(40.73160125497884, -74.00584577869841)",GREENWICH VILLAGE-WEST,D7-ELEVATOR,17,1926,14784,380871,25.76,132805,8.98,248066,1797000,121.55,0.15,1-00631-0001,669 WASHINGTON STREET,GREENWICH VILLAGE-WEST,D5-ELEVATOR,144,1930,"137,589","4,874,232",35.43,"1,410,011",10.25,"3,464,221","25,608,000",186.12,0.17
1-00606-0047,"126 11 STREET
New York, NY
(40.670550824494406, -73.9926868658043)",GREENWICH VILLAGE-WEST,D4-ELEVATOR,28,1930,29624,868872,29.33,225142,7.6,643730,4828000,162.98,1-00576-0076,"71 12 STREET
New York, NY
(40.67113148376342, -73.99553946975146)",GREENWICH VILLAGE-CENTRAL,D1-ELEVATOR,46,1922,37824,1088095,28.77,228499,6.04,859596,6455000,170.66,0.19,1-00592-0080,"125 WASHINGTON PLACE
New York, NY
(40.73290527192131, -74.00169990414332)",GREENWICH VILLAGE-WEST,D1-ELEVATOR,30,1926,17688,518842,29.33,134462,7.6,384380,2883000,162.99,0.2,1-00592-0062,140 WAVERLY PLACE,GREENWICH VILLAGE-WEST,D1-ELEVATOR,23,1930,"12,144","482,594",39.74,"139,826",11.51,"342,768","2,591,000",213.36,0.2
1-00607-0038,"475 AVENUE
New York, NY
(40.756053999992105, -73.9869510002884)",GREENWICH VILLAGE-WEST,D4-ELEVATOR,85,1959,62772,2627008,41.85,723133,11.52,1903875,14370000,228.92,1-00606-0009,"30 GREENWICH AVENUE
New York, NY
(40.73507263801196, -74.00020702957471)",GREENWICH VILLAGE-WEST,D8-ELEVATOR,51,1920,37736,1579342,41.85,434752,11.52,1144590,8639000,228.93,0.05,1-00615-0036,"87 GREENWICH AVENUE
New York, NY
(40.737410875288106, -74.00160097872009)",GREENWICH VILLAGE-WEST,D6-ELEVATOR,81,1930,64840,2879607,44.41,873660,13.47,2005947,15102000,232.91,0.18,1-00575-0077,55 WEST 11 STREET,GREENWICH VILLAGE-CENTRAL,D9-ELEVATOR,88,1924,"63,943","2,450,267",38.32,"838,784",13.12,"1,611,483","12,194,000",190.7,0.18
1-00607-0051,"111 11 STREET
New York, NY
(40.670686537607054, -73.99283332210649)",GREENWICH VILLAGE-WEST,C6-WALK-UP,20,1900,12962,523794,40.41,169284,13.06,354510,2679000,206.68,1-00611-0067,"135 10 STREET
New York, NY
(40.569876587260104, -74.1168487558198)",GREENWICH VILLAGE-WEST,C1-WALK-UP,25,1900,16968,779604,45.95,276157,16.28,503447,3786000,223.13,0.12,1-00610-0046,"144 10 STREET
New York, NY
(40.56963294469167, -74.11699332925471)",GREENWICH VILLAGE-WEST,C4-WALK-UP,20,1900,9215,372342,40.41,120330,13.06,252012,1904000,206.62,0.15,1-00612-0018,26 PERRY STREET,GREENWICH VILLAGE-WEST,C7-WALK-UP,16,1900,"9,880","368,233",37.27,"114,199",11.56,"254,034","1,869,000",189.17,0.17
1-00608-0021,"136 13 STREET
New York, NY
(40.60689667234644, -74.00935108894413)",GREENWICH VILLAGE-WEST,C6-WALK-UP,12,1880,5732,214262,37.38,67810,11.83,146452,1077000,187.89,1-00606-0041,"138 11 STREET
New York, NY
(40.67047413806702, -73.9925280584783)",GREENWICH VILLAGE-WEST,C4-WALK-UP,20,1855,9941,154300,15.52,50322,5.06,103978,712000,71.62,0.1,1-00575-0074,"49 11 STREET
New York, NY
(40.67108275104044, -73.99365382709058)",GREENWICH VILLAGE-CENTRAL,C1-WALK-UP,26,1900,6960,260178,37.38,82331,11.83,177847,1308000,187.93,0.19,1-00765-0051,212 WEST 16 STREET,CHELSEA,C4-WALK-UP,23,1890,"5,005","221,434",44.24,"75,419",15.07,"146,015","1,099,000",219.58,0.23
1-00608-0039,"101 12 STREET
New York, NY
(40.67067520058269, -73.99457762808392)",GREENWICH VILLAGE-WEST,D4-ELEVATOR,425,1961,364679,13872389,38.04,4795529,13.15,9076860,68702000,188.39,1-00827-0001,"55 25 STREET
New York, NY
(40.60303339330612, -73.99865649456022)",FLATIRON,D7-ELEVATOR,410,2005,428340,19115775,44.63,4182746,9.77,14933029,112405000,262.42,0.64,1-00900-0027,"329 2 AVENUE
New York, NY
(40.73572914309335, -73.98248139237722)",GRAMERCY,D6-ELEVATOR,302,1963,291894,7482187,25.63,2365821,8.11,5116366,37080000,127.03,0.8,1-00548-0001,1 UNIVERSITY PLACE,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,272,1930,"218,985","8,330,796",38.04,"2,880,610",13.15,"5,450,186","41,252,000",188.38,0.47
1-00608-0060,"137 12 STREET
New York, NY
(40.670056722318606, -73.99328667742158)",GREENWICH VILLAGE-WEST,D4-ELEVATOR,105,1900,52200,1914696,36.68,503730,9.65,1410966,10393000,199.1,1-00576-0076,"71 12 STREET
New York, NY
(40.67113148376342, -73.99553946975146)",GREENWICH VILLAGE-CENTRAL,D1-ELEVATOR,46,1922,37824,1088095,28.77,228499,6.04,859596,6455000,170.66,0.18,1-00818-0019,"27 16 STREET
New York, NY
(40.66773000146003, -73.99541827848591)",FLATIRON,D5-ELEVATOR,63,1907,41300,1841747,44.59,547499,13.26,1294248,9742000,235.88,0.27,, , , , , , , , , , , , , , 
1-00608-0074,"169 12 STREET
New York, NY
(40.66948238141392, -73.99209824253849)",GREENWICH VILLAGE-WEST,D4-ELEVATOR,25,1922,31750,913448,28.77,191770,6.04,721678,5420000,170.71,1-00576-0076,"71 12 STREET
New York, NY
(40.67113148376342, -73.99553946975146)",GREENWICH VILLAGE-CENTRAL,D1-ELEVATOR,46,1922,37824,1088095,28.77,228499,6.04,859596,6455000,170.66,0.18,1-00764-0051,"222 15 STREET
New York, NY
(40.66541197162608, -73.98905266649483)",CHELSEA,D9-ELEVATOR,64,1928,38330,1807570,47.16,390417,10.19,1417153,10648000,277.8,0.2,1-00765-0047,208 WEST 16 STREET,CHELSEA,D3-ELEVATOR,52,1925,"33,547","963,766",28.73,"309,198",9.22,"654,568","4,916,000",146.54,0.23
